Gen,Signal,Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
g4,Active Power,Mode 1,0.6062,-0.08,5,0.3319752140651002,0.3360084729581763,0.4555030210477667
g4,Active Power,Mode 4,1.1211,-0.3373,2,0.3719966906970609,0.3719966906970609,0.3719966906970609
g4,Current,Mode 1,0.6062,-0.08,5,0.259544553239347,0.2770513064715594,0.33229438221706015
g4,Current,Mode 4,1.1211,-0.3373,2,0.4020289127722774,0.4020289127722774,0.4020289127722774
g4,Reactive Power,Mode 1,0.6062,-0.08,4,0.26088481096948213,0.26088481096948213,0.26088481096948213
g4,Voltage,Mode 1,0.6062,-0.08,5,0.26812127903793065,0.27165294622050806,0.3215921030163028
g5,Active Power,Mode 1,0.6062,-0.08,5,0.32558768080273226,0.3147988185516688,0.39007735557719225
g5,Active Power,Mode 4,1.1211,-0.3373,2,0.43537125751882577,0.43537125751882577,0.4440394899339025
g5,Current,Mode 1,0.6062,-0.08,5,0.2990725630226855,0.27676995846055985,0.334831936927133
g5,Current,Mode 4,1.1211,-0.3373,2,0.430095126746332,0.430095126746332,0.4319838812131978
g5,Reactive Power,Mode 1,0.6062,-0.08,9,0.5418375994632183,0.4619715941869332,0.6689831970557829
g5,Reactive Power,Mode 4,1.1211,-0.3373,1,0.16749417630624644,0.16749417630624644,0.16749417630624644
g5,Voltage,Mode 1,0.6062,-0.08,13,0.31369447019831925,0.45940757026229134,0.7599065165856008
g5,Voltage,Mode 4,1.1211,-0.3373,1,0.13699600905238804,0.13699600905238804,0.13699600905238804
g6,Active Power,Mode 1,0.6062,-0.08,5,0.2873455560462242,0.29425493298481153,0.33822282307155377
g6,Active Power,Mode 4,1.1211,-0.3373,2,0.3913586436853347,0.3913586436853347,0.4103942281096794
g6,Current,Mode 1,0.6062,-0.08,5,0.2859231809067096,0.29200437464270035,0.3522607943149409
g6,Current,Mode 4,1.1211,-0.3373,2,0.39080733692055075,0.39080733692055075,0.39080733692055075
g6,Reactive Power,Mode 1,0.6062,-0.08,2,0.2606663344702113,0.2606663344702113,0.2637733306539634
g6,Voltage,Mode 1,0.6062,-0.08,5,0.24867967396260587,0.2966618697193997,0.505496706722722
g7,Active Power,Mode 1,0.6062,-0.08,5,0.3041469320921646,0.3133404251881416,0.3788887027524206
g7,Active Power,Mode 4,1.1211,-0.3373,2,0.4241062441857054,0.4241062441857054,0.463440781201252
g7,Current,Mode 1,0.6062,-0.08,5,0.2573499344898176,0.29029597786626377,0.3925147017225763
g7,Current,Mode 4,1.1211,-0.3373,2,0.40705079747006173,0.40705079747006173,0.40705079747006173
g7,Reactive Power,Mode 1,0.6062,-0.08,7,0.22043798944386575,0.2793615623345235,0.4996878051845237
g7,Reactive Power,Mode 4,1.1211,-0.3373,1,0.3617207527872955,0.3617207527872955,0.3617207527872955
g7,Voltage,Mode 1,0.6062,-0.08,7,0.25670729100040535,0.29261651929817767,0.5322727158613043
